Customer ID,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate,Customer Balance
CUST_0225,2080.49,600.28,1.0,1241.89,317.18,1.0,266.01,95.49,1.0,67.85,43.38,1.0,409.45
CUST_0226,2212.68,668.51,1.0,866.31,191.58,1.0,377.05,111.02,1.0,4.33,3.18,1.0,604.56
CUST_0227,2135.02,968.95,1.0,1248.51,30.28,1.0,229.9,62.85,1.0,64.62,0.85,1.0,-155.44
CUST_0228,1462.96,693.66,1.0,1082.56,298.58,1.0,30.85,25.24,1.0,80.16,4.66,1.0,55.21
CUST_0229,1924.58,32.7,1.0,443.56,217.13,1.0,380.43,127.93,1.0,155.65,54.14,1.0,1514.46
CUST_0230,1510.75,299.87,1.0,702.05,338.04,1.0,412.2,363.28,1.0,88.84,47.4,1.0,839.39
CUST_0231,790.83,113.83,1.0,1116.46,257.92,1.0,172.13,78.96,1.0,102.66,51.69,1.0,-223.74
CUST_0232,962.24,192.56,1.0,1428.81,390.76,1.0,372.64,18.68,1.0,154.39,67.47,1.0,-535.41
CUST_0233,3256.35,1260.6,1.0,329.35,154.67,1.0,225.4,73.65,1.0,69.72,24.37,1.0,1714.67
CUST_0234,2616.93,618.38,1.0,744.01,84.76,1.0,376.9,287.29,1.0,4.56,4.36,1.0,1249.89
CUST_0235,2488.83,898.7,1.0,606.92,267.64,1.0,289.79,198.89,1.0,159.25,146.29,1.0,1172.91
CUST_0236,3632.28,1028.74,1.0,122.94,58.58,1.0,487.61,258.14,1.0,25.28,12.85,1.0,2322.14
CUST_0237,4946.42,1793.69,1.0,1971.24,427.16,1.0,17.49,9.88,1.0,49.42,35.89,1.0,1614.57
CUST_0238,1404.65,685.75,1.0,758.05,261.23,1.0,198.05,135.02,1.0,68.65,4.57,1.0,223.13
CUST_0239,1895.8,924.09,1.0,643.41,188.54,1.0,382.34,213.5,1.0,144.39,25.16,1.0,467.23
CUST_0240,951.0,457.24,1.0,840.95,323.91,1.0,172.22,124.27,1.0,81.81,70.68,1.0,-60.1
CUST_0241,3218.25,687.15,1.0,183.14,16.19,1.0,196.14,141.05,1.0,66.75,20.38,1.0,2355.43
CUST_0242,3667.81,1111.9,1.0,675.03,203.52,1.0,383.33,78.49,1.0,188.98,22.15,1.0,1946.39
CUST_0243,2413.09,838.02,1.0,350.81,36.96,1.0,11.58,5.16,1.0,101.61,85.96,1.0,1270.45
CUST_0244,2674.32,950.76,1.0,1046.74,320.36,1.0,440.11,436.63,1.0,75.24,53.04,1.0,1015.9
CUST_0245,4940.03,165.48,1.0,1148.49,339.67,1.0,420.6,62.7,1.0,187.09,71.13,1.0,3723.79
CUST_0246,2748.47,336.8,1.0,523.78,46.96,1.0,241.19,51.35,1.0,33.19,7.4,1.0,1770.8
CUST_0247,3998.41,471.47,1.0,1786.15,673.35,1.0,180.24,23.64,1.0,144.44,133.29,1.0,2268.69
CUST_0248,2979.13,434.35,1.0,227.67,47.6,1.0,239.89,204.4,1.0,54.92,49.56,1.0,2334.58
CUST_0249,2454.82,402.47,1.0,562.67,58.9,1.0,346.41,345.51,1.0,7.68,1.28,1.0,1554.08
CUST_0250,2504.73,56.61,1.0,1797.04,696.09,1.0,336.77,74.54,1.0,71.17,44.94,1.0,1111.17
CUST_0251,3677.71,791.66,1.0,730.32,323.53,1.0,315.24,119.78,1.0,12.51,12.44,1.0,2283.87
CUST_0252,2982.39,114.37,1.0,1748.11,310.3,1.0,173.2,78.8,1.0,139.47,4.02,1.0,1471.26
CUST_0253,1976.0,63.7,1.0,335.35,68.39,1.0,126.58,13.36,1.0,22.46,18.4,1.0,1536.18
CUST_0254,4274.25,2038.5,1.0,214.15,78.53,1.0,16.29,1.54,1.0,25.73,25.48,1.0,2085.63
CUST_0255,3519.35,499.59,1.0,172.15,60.77,1.0,222.33,135.64,1.0,154.79,99.38,1.0,2877.1
CUST_0256,2488.74,1116.4,1.0,786.98,105.72,1.0,127.22,91.21,1.0,109.01,62.36,1.0,701.72
CUST_0257,4282.31,89.0,1.0,673.87,157.52,1.0,266.16,127.56,1.0,87.89,48.47,1.0,3577.78
CUST_0258,3141.33,937.78,1.0,519.33,245.73,1.0,454.93,423.14,1.0,91.78,24.02,1.0,1965.92
CUST_0259,3391.03,464.58,1.0,1299.48,42.18,1.0,344.83,337.87,1.0,66.82,18.9,1.0,1710.11
CUST_0260,528.27,234.82,1.0,335.75,118.97,1.0,207.86,24.26,1.0,79.32,78.16,1.0,-105.77
CUST_0261,4051.78,39.01,1.0,511.45,122.66,1.0,24.59,15.21,1.0,170.03,24.98,1.0,3759.65
CUST_0262,3308.89,1638.56,1.0,395.76,121.07,1.0,119.4,48.91,1.0,163.74,22.12,1.0,1466.77
CUST_0263,2533.21,931.67,1.0,1244.54,329.09,1.0,22.41,4.99,1.0,157.91,136.55,1.0,690.03
CUST_0264,4949.58,1189.76,1.0,966.02,118.97,1.0,9.94,9.83,1.0,78.16,20.0,1.0,2970.82
CUST_0265,4776.12,1472.09,1.0,1442.93,34.25,1.0,26.18,15.85,1.0,172.88,64.11,1.0,1993.79
CUST_0266,566.26,59.92,1.0,1907.01,491.96,1.0,47.74,44.69,1.0,29.68,6.61,1.0,-888.69
CUST_0267,4463.02,735.24,1.0,1595.58,204.61,1.0,59.3,50.6,1.0,162.07,98.62,1.0,2391.56
CUST_0268,3360.1,1407.06,1.0,516.02,225.22,1.0,184.72,122.39,1.0,46.6,42.01,1.0,1604.5
CUST_0269,2562.06,838.18,1.0,1575.08,250.56,1.0,34.56,7.68,1.0,139.27,136.39,1.0,375.36
CUST_0270,1041.45,54.88,1.0,614.95,15.21,1.0,448.54,151.5,1.0,161.28,123.88,1.0,127.19
CUST_0271,3523.31,1231.33,1.0,430.03,170.42,1.0,170.98,120.04,1.0,34.21,10.27,1.0,2005.37
CUST_0272,2981.96,1243.05,1.0,659.5,44.4,1.0,72.97,21.84,1.0,43.74,23.37,1.0,1093.05
CUST_0273,4799.05,1965.53,1.0,1117.17,413.96,1.0,386.8,1.58,1.0,21.8,2.76,1.0,1764.13
CUST_0274,2698.95,1339.11,1.0,1043.11,117.9,1.0,267.0,244.33,1.0,47.47,38.73,1.0,420.7
CUST_0275,1384.15,409.33,1.0,1643.48,191.5,1.0,180.13,102.83,1.0,39.37,24.63,1.0,-539.72
CUST_0276,2401.71,314.88,1.0,585.92,153.93,1.0,69.35,19.47,1.0,50.11,34.89,1.0,1620.18
CUST_0277,4565.51,164.1,1.0,1523.28,760.76,1.0,30.68,5.17,1.0,51.31,15.39,1.0,3649.3
CUST_0278,1022.81,67.5,1.0,1848.79,627.86,1.0,392.05,234.97,1.0,81.93,44.26,1.0,-385.03
CUST_0279,4822.68,563.77,1.0,1405.41,250.08,1.0,141.32,6.3,1.0,183.91,23.39,1.0,3129.08
CUST_0280,2871.83,39.33,1.0,877.24,332.62,1.0,230.97,151.96,1.0,195.61,0.86,1.0,2403.62
CUST_0281,4044.86,1274.74,1.0,400.66,13.76,1.0,239.79,130.64,1.0,58.51,19.26,1.0,2313.32
CUST_0282,3046.05,316.65,1.0,941.62,295.44,1.0,171.86,159.7,1.0,16.35,4.62,1.0,2082.79
CUST_0283,1613.92,67.82,1.0,1209.49,184.27,1.0,162.6,53.17,1.0,51.88,2.22,1.0,461.11
CUST_0284,2616.26,413.43,1.0,1092.68,444.38,1.0,147.16,21.66,1.0,128.5,79.06,1.0,1478.47
CUST_0285,2053.23,60.65,1.0,600.17,261.82,1.0,397.03,222.18,1.0,150.26,121.35,1.0,1508.29
CUST_0286,2867.64,476.34,1.0,1792.59,130.38,1.0,170.24,50.4,1.0,47.34,11.41,1.0,645.18
CUST_0287,727.21,121.56,1.0,1075.39,197.06,1.0,134.34,127.77,1.0,167.52,130.12,1.0,-241.85
CUST_0288,2129.8,506.67,1.0,1852.99,308.71,1.0,420.1,382.29,1.0,77.87,59.43,1.0,59.48
CUST_0289,1034.82,351.5,1.0,1203.6,296.88,1.0,329.72,177.48,1.0,195.57,120.68,1.0,-300.75
CUST_0290,1310.03,234.71,1.0,921.59,252.5,1.0,125.89,61.89,1.0,177.23,135.25,1.0,384.21
CUST_0291,4428.33,1733.97,1.0,144.89,69.85,1.0,188.55,72.45,1.0,73.17,46.89,1.0,2529.5
CUST_0292,1509.1,579.09,1.0,992.84,273.57,1.0,202.64,147.23,1.0,48.09,30.59,1.0,172.83
CUST_0293,1029.64,60.03,1.0,156.27,15.01,1.0,348.66,217.12,1.0,39.84,32.44,1.0,704.21
CUST_0294,4371.18,2148.27,1.0,1765.28,804.21,1.0,4.71,2.92,1.0,173.01,128.54,1.0,1304.52
CUST_0295,2609.19,1256.62,1.0,1763.66,19.53,1.0,131.77,116.29,1.0,165.56,119.13,1.0,-360.61
CUST_0296,4184.57,1264.78,1.0,1039.76,390.49,1.0,218.88,101.6,1.0,184.76,130.74,1.0,2207.26
CUST_0297,4056.98,598.84,1.0,487.12,220.33,1.0,30.09,3.38,1.0,40.14,19.48,1.0,3185.3
CUST_0298,1149.94,145.91,1.0,138.2,5.01,1.0,129.15,42.54,1.0,116.71,23.38,1.0,877.56
CUST_0299,2549.08,1086.0,1.0,1142.39,312.67,1.0,400.0,320.56,1.0,142.22,24.93,1.0,671.21
CUST_0300,3090.92,701.88,1.0,571.03,192.82,1.0,479.02,311.8,1.0,191.33,127.35,1.0,1907.59
CUST_0301,3624.63,1437.3,1.0,1599.05,136.24,1.0,183.04,166.09,1.0,65.97,17.09,1.0,756.45
CUST_0302,3728.97,682.05,1.0,321.99,87.84,1.0,35.09,20.44,1.0,57.87,20.76,1.0,2835.23
CUST_0303,1156.73,223.0,1.0,1523.82,302.87,1.0,326.51,270.29,1.0,69.11,58.99,1.0,-333.32
CUST_0304,4366.97,2045.06,1.0,1054.18,287.81,1.0,276.04,210.47,1.0,35.45,11.15,1.0,1514.27
CUST_0305,2507.86,1223.31,1.0,1700.9,531.86,1.0,470.31,319.27,1.0,86.88,72.41,1.0,-21.06
CUST_0306,1821.02,427.48,1.0,331.22,46.9,1.0,383.4,43.02,1.0,192.92,94.63,1.0,867.13
CUST_0307,4518.14,1417.99,1.0,642.46,109.03,1.0,439.23,251.72,1.0,124.6,73.92,1.0,2429.89
CUST_0308,4829.33,1244.93,1.0,127.44,10.13,1.0,256.82,127.67,1.0,110.43,109.88,1.0,3338.49
CUST_0309,4851.74,791.63,1.0,947.56,60.31,1.0,181.36,179.62,1.0,197.28,0.44,1.0,3367.96
CUST_0310,4559.95,265.92,1.0,846.21,310.83,1.0,111.44,82.86,1.0,161.63,64.13,1.0,3827.57
CUST_0311,4500.27,1366.3,1.0,448.25,49.61,1.0,142.04,11.37,1.0,78.71,57.4,1.0,2625.97
CUST_0312,2127.26,588.42,1.0,1708.03,399.35,1.0,442.75,11.26,1.0,42.42,5.08,1.0,-163.99
CUST_0313,3625.72,483.15,1.0,1977.51,636.51,1.0,236.87,1.07,1.0,71.14,67.4,1.0,1569.51
CUST_0314,1466.27,190.02,1.0,597.04,139.12,1.0,268.99,6.53,1.0,153.7,134.62,1.0,574.95
CUST_0315,4377.19,1643.48,1.0,904.54,350.61,1.0,305.49,49.26,1.0,41.88,18.29,1.0,1947.14
CUST_0316,2794.55,514.96,1.0,1301.74,231.51,1.0,76.71,41.98,1.0,82.68,22.08,1.0,1235.23
CUST_0317,964.42,367.39,1.0,1818.81,874.11,1.0,493.76,173.1,1.0,75.7,4.23,1.0,-596.86
CUST_0318,1204.99,159.44,1.0,1467.21,64.23,1.0,467.64,318.78,1.0,166.75,75.04,1.0,-414.58
CUST_0319,2366.0,420.14,1.0,1934.15,520.91,1.0,355.4,125.63,1.0,27.1,19.58,1.0,310.37
CUST_0320,4123.55,1713.04,1.0,611.64,39.06,1.0,425.43,288.7,1.0,69.02,25.6,1.0,1744.62
CUST_0321,4189.0,200.21,1.0,502.93,56.65,1.0,26.73,14.82,1.0,33.49,27.91,1.0,3536.18
CUST_0322,1890.72,110.63,1.0,1576.55,548.83,1.0,201.97,84.38,1.0,77.29,17.52,1.0,694.55
CUST_0323,734.55,35.14,1.0,411.28,140.3,1.0,173.27,128.05,1.0,137.68,56.59,1.0,464.3
CUST_0324,3360.44,1391.84,1.0,163.42,29.92,1.0,344.57,82.29,1.0,69.56,32.89,1.0,1609.49
CUST_0325,814.74,264.73,1.0,970.51,122.85,1.0,482.6,105.65,1.0,141.61,131.53,1.0,-664.52
CUST_0326,3445.84,353.56,1.0,478.22,118.15,1.0,253.35,231.78,1.0,163.64,106.71,1.0,2767.57
CUST_0327,4024.49,1841.36,1.0,1573.78,719.59,1.0,325.03,290.61,1.0,150.62,104.74,1.0,1340.4
CUST_0328,3587.83,34.76,1.0,656.18,261.67,1.0,394.53,271.03,1.0,12.27,3.19,1.0,3044.14
CUST_0329,4473.93,1364.19,1.0,1133.25,411.15,1.0,329.56,147.45,1.0,40.97,26.33,1.0,2220.17
CUST_0330,1822.85,219.87,1.0,401.86,82.03,1.0,476.34,243.31,1.0,6.05,5.29,1.0,1050.88
CUST_0331,2613.24,720.1,1.0,1282.38,37.26,1.0,73.66,37.84,1.0,184.92,12.29,1.0,784.83
CUST_0332,1646.36,768.84,1.0,418.69,124.78,1.0,355.47,333.45,1.0,9.04,8.14,1.0,562.49
CUST_0333,3579.23,1367.52,1.0,1572.8,82.49,1.0,383.17,342.88,1.0,15.54,15.46,1.0,681.19
CUST_0334,2442.11,153.51,1.0,609.08,22.3,1.0,466.38,209.41,1.0,112.27,96.79,1.0,1460.33
CUST_0335,4364.34,1379.58,1.0,1123.43,536.35,1.0,182.79,151.63,1.0,95.01,16.32,1.0,2445.21
CUST_0336,2228.17,500.41,1.0,1595.98,4.58,1.0,43.79,2.98,1.0,116.74,80.51,1.0,131.78
CUST_0337,3188.27,1184.88,1.0,1297.2,621.43,1.0,38.82,23.68,1.0,170.65,12.53,1.0,1470.6
CUST_0338,2412.91,247.14,1.0,1605.7,88.59,1.0,171.43,162.36,1.0,137.06,133.33,1.0,643.32
CUST_0339,1505.95,643.99,1.0,639.87,167.58,1.0,66.91,38.28,1.0,187.6,21.39,1.0,527.25
CUST_0340,4426.2,611.95,1.0,643.37,289.1,1.0,460.75,424.83,1.0,111.78,74.45,1.0,3461.39
CUST_0341,3320.85,1637.41,1.0,737.97,281.74,1.0,256.59,18.46,1.0,140.56,4.53,1.0,1125.11
CUST_0342,4587.13,389.2,1.0,1275.75,40.14,1.0,138.78,28.07,1.0,154.31,99.45,1.0,2906.47
CUST_0343,1526.83,237.69,1.0,1788.32,555.77,1.0,463.9,63.35,1.0,96.33,14.93,1.0,-262.56
CUST_0344,1204.63,312.11,1.0,926.77,393.7,1.0,375.16,309.39,1.0,88.99,76.75,1.0,305.92
CUST_0345,1517.22,253.91,1.0,1360.98,499.89,1.0,439.76,62.65,1.0,62.35,52.65,1.0,34.81
CUST_0346,2519.72,1178.14,1.0,978.84,225.71,1.0,355.59,299.48,1.0,80.44,47.1,1.0,565.68
CUST_0347,3110.82,1541.34,1.0,471.68,9.6,1.0,215.57,131.36,1.0,165.07,21.74,1.0,1166.52
CUST_0348,1599.99,701.1,1.0,1930.96,61.46,1.0,478.89,434.67,1.0,189.72,54.5,1.0,-879.61
CUST_0349,1792.72,542.29,1.0,546.17,67.61,1.0,369.49,320.81,1.0,127.01,79.93,1.0,770.27
CUST_0350,4258.89,616.12,1.0,1388.47,238.48,1.0,7.12,1.64,1.0,100.07,63.36,1.0,2524.01
CUST_0351,3544.66,59.48,1.0,1463.06,100.46,1.0,375.81,320.34,1.0,6.51,3.2,1.0,2070.42
CUST_0352,1107.14,344.07,1.0,583.99,159.72,1.0,430.33,353.52,1.0,140.56,34.08,1.0,368.47
CUST_0353,2600.21,1134.69,1.0,142.14,1.51,1.0,10.13,8.89,1.0,132.25,68.85,1.0,1387.05
CUST_0354,4452.63,155.9,1.0,668.78,14.32,1.0,454.81,58.55,1.0,60.07,42.74,1.0,3263.34
CUST_0355,4305.5,844.28,1.0,1342.06,16.29,1.0,23.34,1.5,1.0,105.39,87.95,1.0,2131.05
CUST_0356,656.12,89.0,1.0,316.16,80.64,1.0,217.64,161.15,1.0,165.91,134.7,1.0,306.32
CUST_0357,2748.7,984.88,1.0,972.58,475.89,1.0,428.66,276.64,1.0,45.28,40.49,1.0,1119.9
CUST_0358,1048.88,100.65,1.0,1746.32,188.58,1.0,42.72,25.3,1.0,29.48,3.15,1.0,-600.6
CUST_0359,2930.4,909.2,1.0,854.95,83.6,1.0,404.0,126.84,1.0,99.84,80.07,1.0,992.46
CUST_0360,2257.38,546.17,1.0,1415.31,176.61,1.0,459.78,133.13,1.0,8.4,7.43,1.0,146.83
CUST_0361,4366.82,250.52,1.0,1041.16,431.55,1.0,206.55,173.35,1.0,125.0,70.02,1.0,3528.47
CUST_0362,3855.41,739.87,1.0,1185.12,195.12,1.0,283.39,171.26,1.0,130.17,70.57,1.0,2073.01
CUST_0363,2722.4,551.3,1.0,382.39,54.59,1.0,292.95,281.04,1.0,87.32,3.22,1.0,1915.49
CUST_0364,2675.93,223.02,1.0,1341.03,262.42,1.0,426.62,326.99,1.0,152.19,3.21,1.0,1423.65
CUST_0365,2976.21,228.99,1.0,1553.16,356.31,1.0,186.99,171.61,1.0,121.54,6.48,1.0,1650.05
CUST_0366,2842.71,19.52,1.0,481.44,36.72,1.0,468.19,302.42,1.0,30.88,26.38,1.0,2217.2
CUST_0367,4822.13,1123.06,1.0,273.91,136.24,1.0,136.0,124.08,1.0,111.63,18.55,1.0,3642.56
CUST_0368,4481.22,1815.41,1.0,755.74,357.42,1.0,100.55,3.19,1.0,120.03,65.83,1.0,2224.33
CUST_0369,1349.36,596.29,1.0,1485.94,31.46,1.0,324.91,66.0,1.0,137.49,115.98,1.0,-938.81
CUST_0370,3084.0,192.09,1.0,1836.33,19.5,1.0,113.38,100.78,1.0,150.13,6.5,1.0,1206.11
CUST_0371,1769.32,21.74,1.0,1807.21,603.03,1.0,114.44,31.65,1.0,112.89,57.91,1.0,515.59
CUST_0372,1476.13,522.95,1.0,351.54,170.12,1.0,472.21,293.29,1.0,150.76,33.27,1.0,710.33
CUST_0373,3856.34,278.58,1.0,478.31,1.29,1.0,231.61,177.39,1.0,111.5,110.56,1.0,3047.46
CUST_0374,1351.81,280.42,1.0,1356.8,20.78,1.0,489.64,184.31,1.0,109.1,47.29,1.0,-508.15
CUST_0375,2046.74,416.24,1.0,1584.6,298.41,1.0,138.56,86.32,1.0,50.53,3.6,1.0,339.0
CUST_0376,3155.96,1201.47,1.0,1641.13,434.88,1.0,288.32,145.26,1.0,140.22,137.74,1.0,607.66
CUST_0377,2558.86,540.63,1.0,153.63,0.92,1.0,419.41,133.3,1.0,49.18,19.3,1.0,1609.29
CUST_0378,861.02,406.83,1.0,1359.69,471.06,1.0,267.89,159.49,1.0,139.18,14.78,1.0,-418.44
CUST_0379,4704.72,1065.49,1.0,127.15,34.23,1.0,475.52,307.5,1.0,137.19,88.73,1.0,3426.75
CUST_0380,4528.03,418.51,1.0,1071.25,487.46,1.0,497.8,95.75,1.0,135.65,110.02,1.0,3149.31
CUST_0381,3565.54,1601.43,1.0,977.72,202.31,1.0,334.34,231.85,1.0,159.53,78.31,1.0,1167.43
CUST_0382,2583.43,695.72,1.0,653.57,209.82,1.0,287.68,194.82,1.0,102.0,56.84,1.0,1396.26
CUST_0383,1395.12,308.42,1.0,1884.67,507.08,1.0,266.23,46.1,1.0,186.84,144.99,1.0,-469.17
CUST_0384,2455.46,493.38,1.0,1972.0,981.24,1.0,305.47,155.32,1.0,157.78,58.84,1.0,920.11
CUST_0385,653.53,179.73,1.0,1493.04,653.05,1.0,469.65,255.26,1.0,19.37,10.36,1.0,-571.57
CUST_0386,2937.27,205.91,1.0,1578.7,74.75,1.0,150.92,114.15,1.0,17.67,15.32,1.0,1192.99
CUST_0387,1057.67,199.37,1.0,550.38,56.41,1.0,38.78,15.13,1.0,50.17,6.11,1.0,384.74
CUST_0388,1949.95,23.92,1.0,1017.44,421.15,1.0,80.69,70.15,1.0,15.96,12.4,1.0,1322.76
CUST_0389,4837.72,1664.87,1.0,1991.77,207.7,1.0,44.04,37.18,1.0,40.95,18.73,1.0,1404.14
CUST_0390,4886.12,2441.75,1.0,877.1,136.4,1.0,319.2,124.7,1.0,60.92,12.53,1.0,1557.56
CUST_0391,1835.07,272.64,1.0,907.65,119.93,1.0,326.73,295.85,1.0,11.28,7.77,1.0,747.34
CUST_0392,2895.13,102.97,1.0,1142.1,181.7,1.0,41.4,4.98,1.0,114.68,0.16,1.0,1909.86
CUST_0393,844.09,384.55,1.0,1396.65,344.25,1.0,164.71,39.44,1.0,169.71,118.27,1.0,-666.69
CUST_0394,1656.35,152.99,1.0,709.15,139.81,1.0,456.19,215.88,1.0,1.3,0.39,1.0,694.62
CUST_0395,757.35,254.47,1.0,537.03,66.52,1.0,250.23,101.04,1.0,29.97,22.88,1.0,-109.73
CUST_0396,2124.76,233.37,1.0,1921.9,309.3,1.0,98.64,14.57,1.0,180.81,68.62,1.0,306.91
CUST_0397,2241.72,68.38,1.0,1012.34,376.91,1.0,80.03,51.22,1.0,195.31,150.28,1.0,1554.13
CUST_0398,3284.71,1476.44,1.0,661.98,59.11,1.0,247.25,129.36,1.0,50.8,0.44,1.0,1137.87
CUST_0399,1149.11,71.11,1.0,235.96,12.37,1.0,203.99,97.44,1.0,181.3,143.91,1.0,785.25
CUST_0400,1669.33,742.15,1.0,320.52,97.44,1.0,73.96,46.43,1.0,81.02,78.6,1.0,678.99
CUST_0401,4365.92,447.87,1.0,652.94,93.37,1.0,144.75,75.63,1.0,142.05,91.5,1.0,3339.91
CUST_0402,1448.97,328.65,1.0,1706.8,705.12,1.0,97.33,5.11,1.0,145.21,27.58,1.0,144.05
CUST_0403,4929.58,1484.98,1.0,1320.35,601.46,1.0,458.79,265.79,1.0,6.39,0.37,1.0,2538.73
CUST_0404,3225.08,295.29,1.0,1445.4,211.89,1.0,189.83,167.19,1.0,86.53,19.53,1.0,1740.64
CUST_0405,4300.68,1572.18,1.0,121.82,57.05,1.0,280.99,235.53,1.0,120.0,50.83,1.0,2687.44
CUST_0406,3732.06,1542.92,1.0,934.77,137.1,1.0,237.37,119.66,1.0,96.09,36.05,1.0,1333.8
CUST_0407,4688.94,1950.68,1.0,648.91,279.63,1.0,48.31,24.67,1.0,39.41,2.3,1.0,2382.45
CUST_0408,2923.65,1321.1,1.0,421.9,9.08,1.0,440.97,153.11,1.0,48.62,3.27,1.0,947.22
CUST_0409,3559.5,756.2,1.0,1355.4,161.8,1.0,263.66,95.84,1.0,64.76,36.87,1.0,1469.77
CUST_0410,4456.21,1104.62,1.0,935.76,53.47,1.0,81.76,16.34,1.0,164.18,2.13,1.0,2565.93
CUST_0411,871.8,2.59,1.0,1746.04,337.67,1.0,448.24,294.06,1.0,121.25,83.85,1.0,-655.94
CUST_0412,4930.62,1932.43,1.0,1064.87,211.58,1.0,6.57,4.18,1.0,21.79,18.2,1.0,2146.1
CUST_0413,4936.43,2153.16,1.0,1143.12,385.57,1.0,221.81,133.66,1.0,5.36,3.64,1.0,1939.29
CUST_0414,630.71,47.41,1.0,1464.67,134.62,1.0,53.65,13.72,1.0,102.41,85.35,1.0,-769.62
CUST_0415,1217.21,333.12,1.0,952.1,397.1,1.0,249.21,92.75,1.0,173.44,15.6,1.0,330.47
CUST_0416,532.11,11.19,1.0,1157.66,239.52,1.0,148.95,53.11,1.0,192.15,139.94,1.0,-440.85
CUST_0417,836.09,305.5,1.0,815.74,70.7,1.0,189.91,7.21,1.0,116.22,66.8,1.0,-347.73
CUST_0418,2114.63,886.55,1.0,341.64,88.94,1.0,256.02,171.12,1.0,95.33,70.91,1.0,914.9
CUST_0419,2418.86,761.33,1.0,727.58,289.67,1.0,17.74,10.33,1.0,44.7,37.79,1.0,1219.12
CUST_0420,2279.52,247.51,1.0,1649.75,414.69,1.0,90.49,7.51,1.0,175.43,28.86,1.0,860.54
CUST_0421,4236.52,564.58,1.0,197.84,4.73,1.0,359.55,32.09,1.0,112.59,8.65,1.0,3255.31
CUST_0422,3964.2,403.56,1.0,939.73,399.83,1.0,225.22,16.61,1.0,72.5,34.98,1.0,2849.65
CUST_0423,1349.25,181.4,1.0,271.28,41.39,1.0,100.17,12.19,1.0,91.37,11.14,1.0,930.21
CUST_0424,3475.08,542.08,1.0,521.83,33.81,1.0,62.81,52.12,1.0,25.44,15.27,1.0,2444.46
CUST_0425,4895.39,2075.72,1.0,367.52,90.32,1.0,494.12,293.34,1.0,89.04,37.62,1.0,2393.11
CUST_0426,3102.54,510.64,1.0,1150.61,519.81,1.0,453.46,178.42,1.0,36.13,16.2,1.0,1705.99
CUST_0427,2637.73,1159.05,1.0,872.43,382.69,1.0,209.07,154.22,1.0,9.19,4.62,1.0,938.66
CUST_0428,4720.94,2265.7,1.0,608.45,244.14,1.0,273.74,217.43,1.0,152.18,141.53,1.0,2045.27
CUST_0429,1781.04,147.28,1.0,109.1,5.47,1.0,350.41,268.91,1.0,167.26,158.27,1.0,1457.62
CUST_0430,781.5,249.48,1.0,1042.18,137.57,1.0,145.4,106.51,1.0,5.93,3.08,1.0,-408.63
CUST_0431,3558.35,993.57,1.0,397.5,168.23,1.0,326.82,131.6,1.0,173.32,24.07,1.0,2289.54
CUST_0432,2304.16,1150.02,1.0,174.05,16.92,1.0,408.7,350.33,1.0,55.31,14.3,1.0,979.65
CUST_0433,3263.22,62.64,1.0,1730.34,137.99,1.0,115.01,8.93,1.0,165.61,143.03,1.0,1524.73
CUST_0434,3070.09,422.87,1.0,1834.51,140.63,1.0,254.27,114.29,1.0,67.87,45.56,1.0,835.67
CUST_0435,1236.86,115.69,1.0,1348.18,205.13,1.0,254.35,141.75,1.0,90.07,42.39,1.0,-86.8
CUST_0436,2480.76,500.17,1.0,1469.89,673.37,1.0,74.21,55.75,1.0,168.65,37.19,1.0,1297.07
CUST_0437,3322.59,581.68,1.0,872.74,397.83,1.0,95.38,70.26,1.0,184.17,70.34,1.0,2354.71
CUST_0438,1693.45,185.02,1.0,266.09,65.21,1.0,152.94,136.51,1.0,149.37,1.7,1.0,1438.79
CUST_0439,1759.3,81.43,1.0,814.9,128.65,1.0,286.19,153.29,1.0,14.46,14.31,1.0,858.87
CUST_0440,2744.82,986.97,1.0,1329.53,615.12,1.0,215.94,32.98,1.0,119.67,93.65,1.0,886.5
CUST_0441,3790.12,1882.87,1.0,614.67,125.97,1.0,250.62,154.16,1.0,184.64,125.55,1.0,1381.18
CUST_0442,1294.4,172.86,1.0,740.06,154.8,1.0,163.0,113.7,1.0,26.74,7.05,1.0,506.67
CUST_0443,3086.34,1449.41,1.0,1657.14,338.79,1.0,125.46,123.68,1.0,86.19,3.16,1.0,399.83
CUST_0444,2737.89,382.41,1.0,1022.27,441.0,1.0,413.64,270.47,1.0,58.44,16.13,1.0,1673.35
CUST_0445,544.36,51.4,1.0,1515.38,74.89,1.0,488.14,12.67,1.0,193.07,49.21,1.0,-1279.14
CUST_0446,3434.27,363.07,1.0,1635.79,804.08,1.0,485.23,427.93,1.0,12.9,2.02,1.0,2193.07
CUST_0447,3829.58,139.33,1.0,788.77,289.19,1.0,152.85,10.44,1.0,103.04,76.06,1.0,3075.24
CUST_0448,530.75,191.13,1.0,1204.88,343.05,1.0,474.24,188.51,1.0,22.78,17.68,1.0,-802.84
CUST_0449,1487.58,310.63,1.0,1923.73,905.23,1.0,403.37,279.61,1.0,23.01,12.2,1.0,45.5
CUST_0450,3313.57,80.66,1.0,1822.09,48.28,1.0,476.06,414.62,1.0,199.51,97.5,1.0,1499.67
